sku,name,upc,item_order,brand,brand_abbrev,brand_order,unit_price,qty_display,image_path,section,section_order,group_title,group_order,verified,category
AM41105,Shine 'n Jam Conditioning Gel Shea Edges,'077312411053,22,Ampro,AMP,6,3.55,2oz (12/cs),pages/chemical-upc-v3/AM41105.jpg,,,,,yes,Chemical
AM41250-6,Shine N Jam Magic Fingers For Braiders Extra Firm Hold,'077312412500,28,Ampro,AMP,6,7.96,8oz (6/cs),pages/chemical-upc-v3/AM41250-6.jpg,,,,,yes,Chemical
AM41248-6,Shine N Jam Magic Fingers For Braiders Edge Extreme Hold,'077312412487,27,Ampro,AMP,6,4.77,4oz (6/cs),pages/chemical-upc-v3/AM41248-6.jpg,,,,,yes,Chemical
AM41251-6,Shine 'N Jam Magic Fingers For Braiders,'077312412517,26,Ampro,AMP,6,13.89,16oz (6/cs),pages/chemical-upc-v3/AM41251-6.jpg,,,,,yes,Chemical
AM41255-6,Shine 'n Jam Magic Fingers Setting Mousse For Braiders,'077312412555,31,Ampro,AMP,6,4.77,12oz (6/cs),pages/chemical-upc-v3/AM41255-6.jpg,,,,,yes,Chemical
AM41260-6,Shine 'n Jam Magic Fingers Finishing Sheen For Braiders,'077312412609,29,Ampro,AMP,6,3.99,11.5oz (6/cs),pages/chemical-upc-v3/AM41260-6.jpg,,,,,yes,Chemical
AM41252-6,Shine-n-Jam Magic Fingers Nourishing Scalp Oil,'077312412524,30,Ampro,AMP,6,11.24,4oz (6/cs),pages/chemical-upc-v3/AM41252-6.jpg,,,,,yes,Chemical
AM41071-6,Shine 'n Jam Conditioning Gel Regular Hold,'077312410711,17,Ampro,AMP,6,5.09,8oz (12/cs),pages/chemical-upc-v3/AM41071-6.jpg,,,,,yes,Chemical
AM41275-6,Shine 'n Jam Rainbow Edges - Cherry Apple,'077312412753,34,Ampro,AMP,6,3.85,4oz (6/cs),pages/chemical-upc-v3/AM41275-6.jpg,,,,,yes,Chemical
AM41276-6,Shine N Jam Rainbow Edges Strawberry,'077312412760,36,Ampro,AMP,6,3.85,4oz (6/cs),pages/chemical-upc-v3/AM41276-6.jpg,,,,,yes,Chemical
AM41280-6,Shine 'n Jam Rainbow Edges Banana Pudding,'077312412807,32,Ampro,AMP,6,3.85,4oz (6/cs),pages/chemical-upc-v3/AM41280-6.jpg,,,,,yes,Chemical
AM41282-6,Shine N Jam Rainbow Edges Melon Slice,'077312412821,35,Ampro,AMP,6,3.85,4oz (6/cs),pages/chemical-upc-v3/AM41282-6.jpg,,,,,yes,Chemical
AM41283-6,Shine 'n Jam Rainbow Edges Blueberry Blast,'077312412838,33,Ampro,AMP,6,3.85,4oz,pages/chemical-upc-v3/AM41283-6.jpg,,,,,yes,Chemical
AM41270-6,Shine 'n Jam Conditioning Gel - Supreme Hold,'077312412708,25,Ampro,AMP,6,6.35,8oz (6/cs),pages/chemical-upc-v3/AM41270-6.jpg,,,,,yes,Chemical
AM41271-6,Shine 'n Jam Conditioning Gel - Supreme Hold,'077312412715,24,Ampro,AMP,6,3.79,4oz (6/cs),pages/chemical-upc-v3/AM41271-6.jpg,,,,,yes,Chemical
AM41256-6,Shine 'n Jam Supreme Foam Wrap Mousse,'077312412562,39,Ampro,AMP,6,4.49,8oz,pages/chemical-upc-v3/AM41256-6.jpg,,,,,yes,Chemical
AM10089,Cocoa Butter Hard Formula,'077312100896,1,UltraGlow,UG,7,2.43,2.5oz (12/cs),pages/chemical-upc-v3/AM10089.jpg,,,,,no,Chemical
AM10091-6,Cocoa Butter Skin Cream,'077312100919,3,UltraGlow,UG,7,6.09,9.5oz (6/cs),pages/chemical-upc-v3/AM10091-6.jpg,,,,,no,Chemical
AM10020-6,Cocoa Butter Lotion with Vitamin E,'077312100209,2,UltraGlow,UG,7,4.68,32oz (6/cs),pages/chemical-upc-v3/AM10020-6.jpg,,,,,yes,Chemical
PNA13500,Keratin Reconstructor Packette Disp,'847600110117,7,Aphogee,APH,8,1.52,0.7oz (6/cs),pages/chemical-upc-v3/PNA13500.webp,,,,,yes,Chemical
PNA13517,Keratin & Green Tea Reconsturizer,,8,Aphogee,APH,8,,,pages/chemical-upc-v3/PNA13517.webp,,,,,no,Chemical
PNA13410-6,Pro-Vitamin Leave-In Conditioner,'847600110230,4,Aphogee,APH,8,5.42,16oz,pages/chemical-upc-v3/PNA13410-6.jpg,,,,,no,Chemical
PNA13128,Two-Step Treatment & Balancing Moist.Twin Packette Display,'847600110377,10,Aphogee,APH,8,2.50,1oz (12/6/cs),,,,,,yes,Chemical
PNA10100-6,Deep Moisture Shampoo,,1,Aphogee,APH,8,5.25,16oz (6/cs),pages/chemical-upc-v3/PNA10100-6.webp,,,,,yes,Chemical
PNA10085-6,Shampoo For Damaged Hair,,2,Aphogee,APH,8,5.25,16oz,pages/chemical-upc-v3/PNA10085-6.webp,,,,,yes,Chemical
PNA13400-6,Pro-Vitamin Leave-In Conditioner,'847600110148,3,Aphogee,APH,8,3.68,8oz,pages/chemical-upc-v3/PNA13400-6.webp,,,,,yes,Chemical
PNA13511-6,Keratin Reconstructor,'847600110100,6,Aphogee,APH,8,7.55,18oz,pages/chemical-upc-v3/PNA13511-6.webp,,,,,yes,Chemical
PNA13510-6,Keratin 2 Minute Reconstructor,'847600110094,5,Aphogee,APH,8,5.11,8oz (6/cs),pages/chemical-upc-v3/PNA13510-6.jpg,,,,,yes,Chemical
PNA13115-6,Two-Step Protein Treatment,'847600110186,9,Aphogee,APH,8,6.52,4oz (12/cs),,,,,,yes,Chemical
PNA13106-6,Two-step Treatment Protein For Damaged Hair,'015228131061,11,Aphogee,APH,8,18.69,16oz (8/cs),pages/chemical-upc-v3/PNA13106-6.jpg,,,,,yes,Chemical
PNA13110-6,Balancing Moisturizer,'847600110018,12,Aphogee,APH,8,3.68,8oz,,,,,,yes,Chemical
PNA13111-6,Balancing Moisturizer,'847600110025,13,Aphogee,APH,8,6.25,16oz,pages/chemical-upc-v3/PNA13111-6.webp,,,,,yes,Chemical
CH169615,Defining Curl Custard,'034285696153,11,Aunt Jackie's,AJA,9,5.99,15oz (12/cs),pages/chemical-upc-v3/CH169615.jpg,,,,,yes,Chemical
CH166512,Girls Heads Up Moisturizing & Softening Shampoo,034285665128,1,Aunt Jackie's,AJA,9,4.99,12oz,pages/chemical-upc-v3/CH166512.jpg,,,,,no,Chemical
CH166612,Kids Knot Havin’ It Leave-in Ultimate Detangling Moisturizer,'034285666125,6,Aunt Jackie's,AJA,9,4.99,355ml,pages/chemical-upc-v3/CH166612.jpg,,,,,no,Chemical
CH169715,In Control Anti-Poof Moisturizing & Softening Conditioner,'034285697150,5,Aunt Jackie's,AJA,9,5.79,15oz (12/cs),pages/chemical-upc-v3/CH169715.jpg,,,,,yes,Chemical
CH169912,Oh So Clean Moisturizing & Softening Shampoo,'034285699123,2,Aunt Jackie's,AJA,9,4.95,12oz (12/cs),pages/chemical-upc-v3/CH169912.jpg,,,,,yes,Chemical
CH169215,Flaxseed Don't Shrink Curling Gel,'034285692155,9,Aunt Jackie's,AJA,9,5.99,15oz (12/cs),pages/chemical-upc-v3/CH169215.jpg,,,,,yes,Chemical
CH169312,Quench Moisture Intensive Leave In Conditioner,'034285693121,7,Aunt Jackie's,AJA,9,5.99,12oz (12/cs),pages/chemical-upc-v3/CH169312.jpg,,,,,yes,Chemical
CH167612,Flaxseed Recipes Purify Me Moisturizing Co-Wash Cleanser,'034285676124,3,Aunt Jackie's,AJA,9,3.53,12oz (12/cs),pages/chemical-upc-v3/CH167612.jpg,,,,,yes,Chemical
CH167307,Flaxseed Recipes Seal It Up Hydrating Sealing Butter,'034285673079,14,Aunt Jackie's,AJA,9,4.89,8oz (12/cs),pages/chemical-upc-v3/CH167307.jpg,,,,,yes,Chemical
CH167008,Flaxseed Soft All Over Multi Purpose Oil,'034285670085,10,Aunt Jackie's,AJA,9,3.53,8oz,,,,,,yes,Chemical
CH167515,Flaxseed Recipes Fix My Hair Intensive Repair Conditioning Masque,'034285675158,8,Aunt Jackie's,AJA,9,4.95,15oz (12/cs),pages/chemical-upc-v3/CH167515.jpg,,,,,yes,Chemical
CH167412,"Curls & Coils, Half & Half, Hydrating Silkening Hair Milk",'034285674120,13,Aunt Jackie's,AJA,9,4.95,12oz (12/cs),pages/chemical-upc-v3/CH167412.jpg,,,,,yes,Chemical
CH166815,Girls Baby Girl Curls Curling & Twisting Custard,'034285668150,12,Aunt Jackie's,AJA,9,4.99,15oz (12/cs),pages/chemical-upc-v3/CH166815.jpg,,,,,yes,Chemical
CH166715,Girls Soft & Sassy Super Softening Conditioner,'034285667153,4,Aunt Jackie's,AJA,9,4.99,15oz (12/cs),,,,,,yes,Chemical
MK002B,Hair & Scalp Nourishment Blue,,5,Baby Don't Be Bald,BOB,10,,4oz (12/cs),pages/chemical-upc-v3/MK002B.webp,,,,,no,Chemical
MK001B,Hair & Scalp Nourishment Triple Red,,7,Baby Don't Be Bald,BOB,10,,4oz (12/cs),pages/chemical-upc-v3/MK001B.webp,,,,,yes,Chemical
MK018B,Hair & Scalp Nourishment Therapeutic Cream Green,,6,Baby Don't Be Bald,BOB,10,,4oz (12/cs),pages/chemical-upc-v3/MK018B.webp,,,,,yes,Chemical
MK017,Scalp Conditioner Super Gro,'782400000308,2,Baby Don't Be Bald,BOB,10,3.97,4oz (12/cs),pages/chemical-upc-v3/MK017.jpg,,,,,yes,Chemical
MK012,Gro Strong,'782400000322,4,Baby Don't Be Bald,BOB,10,3.97,4oz (12/cs),pages/chemical-upc-v3/MK012.jpg,,,,,yes,Chemical
MK021-24,Triple Strength Thickening Shampoo,'782400000360,1,Baby Don't Be Bald,BOB,10,2.61,8oz (24/cs),pages/chemical-upc-v3/MK021-24.jpg,,,,,yes,Chemical
MK022-24,Triple Strength Thickening Conditioner,'782400000377,3,Baby Don't Be Bald,BOB,10,2.61,8oz (24/cs),pages/chemical-upc-v3/MK022-24.jpg,,,,,yes,Chemical
WG001,Hair Oil,'617218000014,1,Wild Growth,WG,11,6.25,4oz (12/cs),pages/chemical-upc-v3/WG001.jpg,,,,,yes,Chemical
WG002,Hair Oil,'617218000021,2,Wild Growth,WG,11,6.25,,,,,,,no,Chemical
UB0411-6,Daily Wash,'746817004113,1,Beard Guyz,BGU,12,5.90,8oz (6/cs),pages/chemical-upc-v3/UB0411-6.jpg,,,,,yes,Chemical
UB0412-6,Deep Conditioner 25,'746817004120,2,Beard Guyz,BGU,12,7.99,8oz (6/cs),pages/chemical-upc-v3/UB0412-6.jpg,,,,,yes,Chemical
UB0415-4,Balm 25 For Coarse Hair,'746817004151,3,Beard Guyz,BGU,12,7.59,3oz (4/24/cs),pages/chemical-upc-v3/UB0415-4.jpg,,,,,yes,Chemical
CLB12D-6,Beautiful B12D Medium Ash Brown Semi Permanent Color,'338151000922,10,Clairol,CLA,13,4.29,3oz (6/cs),pages/chemical-upc-v3/CLB12D-6.jpg,,,,,yes,Chemical
CLB09W-6,Beautiful Collection Moisturizing Color,'4064666645810,21,Clairol,CLA,13,4.29,3oz (6/cs),pages/chemical-upc-v3/CLB09W-6.jpg,,,,,yes,Chemical
CLB40W-6,Beautiful Collection Hair Color 40w Amethyst . Packaging,'4064666645803,19,Clairol,CLA,13,4.29,3oz (6/cs),pages/chemical-upc-v3/CLB40W-6.jpg,,,,,yes,Chemical
CLBG049,Beautiful Collection Moisturizing Color,'4064666645865,22,Clairol,CLA,13,5.26,3oz (48/cs),pages/chemical-upc-v3/CLBG049.webp,,,,,yes,Chemical
CLB15D-6,Beautiful Collection Hair Color,'4064666645735,16,Clairol,CLA,13,4.29,3oz (6/cs),pages/chemical-upc-v3/CLB15D-6.jpg,,,,,yes,Chemical
CLBG051,Beautiful Ags Coll. #4R Mahogany Red Brown,'4064666645896,43,Clairol,CLA,13,5.26,3oz (6/cs),pages/chemical-upc-v3/CLBG051.jpg,,,,,yes,Chemical
CLBG058,"Advanced Gray Solution Semi Permanent Hair Color, Rich Walnut 3W",'4064666645834,6,Clairol,CLA,13,5.26,3oz (6/cs),pages/chemical-upc-v3/CLBG058.jpg,,,,,yes,Chemical
CLB30W-6,"Beautiful Collection Hair Color, 30w 14k Gold",'070018101853,18,Clairol,CLA,13,4.29,3oz (6/cs),pages/chemical-upc-v3/CLB30W-6.jpg,,,,,no,Chemical
CL0005RR-3,Textures & Tones Permanent Hair Color,'070018108371,35,Clairol,CLA,13,4.39,1oz (3/cs),pages/chemical-upc-v3/CL0005RR-3.jpg,,,,,no,Chemical
CLBG052,Beautiful Collection Advance Color #6G Light Golden Chestnut,'381515000526,12,Clairol,CLA,13,5.26,3oz (6/cs),pages/chemical-upc-v3/CLBG052.jpg,,,,,no,Chemical
CLBG059,"Beautiful Collection Advanced Gray Solutions, 1aa Black Onyx",'4064666591483,14,Clairol,CLA,13,5.26,3oz (6/cs),pages/chemical-upc-v3/CLBG059.jpg,,,,,no,Chemical
CL0002BB-3,Textures & Tones Permanent Hair Dye,'4064666594422,41,Clairol,CLA,13,4.39,,pages/chemical-upc-v3/CL0002BB-3.jpg,,,,,no,Chemical
CLB08D-6,Beautiful Collection Hair Color #B08D,'4064666645681,20,Clairol,CLA,13,4.29,3oz (6/cs),pages/chemical-upc-v3/CLB08D-6.jpg,,,,,no,Chemical
CLB11W-6,Beautiful B11W Honey Brown Semi-Permanent Hair Color,'4064666645698,9,Clairol,CLA,13,4.29,3oz (6/cs),pages/chemical-upc-v3/CLB11W-6.jpg,,,,,no,Chemical
CLB13W-6,Beautiful Collection Hair Color,'4064666645711,17,Clairol,CLA,13,4.29,3oz (6/cs),pages/chemical-upc-v3/CLB13W-6.jpg,,,,,no,Chemical
CLB14W-6,14W Cedar Red Brown,'4064666645728,45,Clairol,CLA,13,4.29,3oz (6/cs),pages/chemical-upc-v3/CLB14W-6.jpg,,,,,no,Chemical
CLB175W-6,175W Wine Brown,'4064666645742,49,Clairol,CLA,13,4.29,3oz (6/cs),pages/chemical-upc-v3/CLB175W-6.jpg,,,,,no,Chemical
CLB17W-6,17W Rosewood Brown,'4064666645759,47,Clairol,CLA,13,4.29,3oz (6/cs),pages/chemical-upc-v3/CLB17W-6.jpg,,,,,no,Chemical
CLB18D-6,Bb Semi-Permanent Hair Color B18D Darkest Brown for Long-Lasting Vibrancy and Gray Coverage,'4064666645766,8,Clairol,CLA,13,4.29,3oz (6/cs),pages/chemical-upc-v3/CLB18D-6.jpg,,,,,no,Chemical
CLB20D-6,Beautiful Collection Moisturizing Color,'4064666645773,23,Clairol,CLA,13,4.29,3oz (6/cs),pages/chemical-upc-v3/CLB20D-6.jpg,,,,,no,Chemical
CLB22D-6,Beautiful Coll. #B22D Jet Black,'4064666645780,44,Clairol,CLA,13,4.29,3oz (6/cs),pages/chemical-upc-v3/CLB22D-6.jpg,,,,,no,Chemical
CLBG057,Beauty Collection Semi-Permanent Moisturizing Color Advanced Gray Solution,'4064666645827,25,Clairol,CLA,13,5.26,,pages/chemical-upc-v3/CLBG057.jpg,,,,,no,Chemical
CLBG052,Beautiful Collection Advance Gray Solution,'4064666645872,13,Clairol,CLA,13,5.26,3oz (6/cs),pages/chemical-upc-v3/CLBG052.jpg,,,,,no,Chemical
CLBG053,Beautiful Collection Moisturizing Color,'4064666645889,24,Clairol,CLA,13,5.26,,pages/chemical-upc-v3/CLBG053.jpg,,,,,no,Chemical
CLBG050,Bb Beautiful Collection Advanced Gray Solution 2A Dark Brown,'4064666645902,7,Clairol,CLA,13,5.26,3oz (6/cs),pages/chemical-upc-v3/CLBG050.jpg,,,,,no,Chemical
CLB01N-6,Beautiful Collection #B01N Light Natural Blonde,'4064666645919,15,Clairol,CLA,13,4.29,3oz (6/cs),pages/chemical-upc-v3/CLB01N-6.jpg,,,,,no,Chemical
CLBG052,Beautiful Collection Adv. Gray Solution #6N Toasted Hazelnut,'070018101976,11,Clairol,CLA,13,5.26,3oz (6/cs),pages/chemical-upc-v3/CLBG052.jpg,,,,,no,Chemical
CL6424,Shimmer Lights Plex Lightener,'4064666038339,28,Clairol,CLA,13,1.74,,pages/chemical-upc-v3/CL6424.jpg,,,,,no,Chemical
CL37377,Shimmer Lights Conditioner Blonde Toning,'4064666572901,5,Clairol,CLA,13,3.54,8oz,pages/chemical-upc-v3/CL37377.jpg,,,,,no,Chemical
CL2535,Professional Shimmer Lights Blonde Toning Shampoo,'4064666572963,1,Clairol,CLA,13,8.99,16oz,pages/chemical-upc-v3/CL2535.jpg,,,,,no,Chemical
CL3477,Professional Shimmer Lights Blonde Toning Conditioner,'4064666572994,4,Clairol,CLA,13,9.19,16oz,pages/chemical-upc-v3/CL3477.jpg,,,,,no,Chemical
CL3422,Professional BW2+ Extra Strength Powder Lightener,'4064666592565,27,Clairol,CLA,13,1.91,,pages/chemical-upc-v3/CL3422.jpg,,,,,no,Chemical
CLBW28,BW2+ Extra Strength Powder Lightener,'4064666814711,26,Clairol,CLA,13,6.90,8oz (12/cs),pages/chemical-upc-v3/CLBW28.jpg,,,,,no,Chemical
CL1953,Shimmer Lights Shampoo - Blonde & Silver,'381519015564,2,Clairol,CLA,13,3.54,8oz (12/cs),pages/chemical-upc-v3/CL1953.jpg,,,,,yes,Chemical
CL1953,Shimmer Lights - Shampoo Blonde & Silver,'4064666572956,3,Clairol,CLA,13,3.54,8oz (12/cs),pages/chemical-upc-v3/CL1953.jpg,,,,,yes,Chemical
CL0001B-3,"Textures & Tones Permanent Hair Color, 1B Silken Black",'4064666594774,40,Clairol,CLA,13,4.39,8.6oz (12/cs),pages/chemical-upc-v3/CL0001B-3.jpg,,,,,yes,Chemical
CL0001N-3,"Textures & Tones Moisture Rich Color, Zero Ammonia, Permanent, Natural Black 1 N",'4064666594705,32,Clairol,CLA,13,4.39,(12/cs),pages/chemical-upc-v3/CL0001N-3.jpg,,,,,yes,Chemical
CL0002N-3,Textures & Tones Permanent Hair Color 2N Mocha Brown,'4064666594712,39,Clairol,CLA,13,4.39,8.6oz (12/cs),pages/chemical-upc-v3/CL0002N-3.jpg,,,,,yes,Chemical
CL0003N-3,Textures & Tones #3N Cocoa Brown,'4064666594699,48,Clairol,CLA,13,4.39,(12/cs),pages/chemical-upc-v3/CL0003N-3.jpg,,,,,yes,Chemical
CL0003RV-3,Textures & Tones Hair Color 3rv Plum,'070018108470,30,Clairol,CLA,13,4.39,1oz (3/cs),pages/chemical-upc-v3/CL0003RV-3.jpg,,,,,yes,Chemical
CL0004C-3,Textures & Tones Permanent Hair Color,'070018108357,36,Clairol,CLA,13,4.39,(12/cs),pages/chemical-upc-v3/CL0004C-3.jpg,,,,,yes,Chemical
CL0004R-3,"Textures and Tones Hair Color, Red Hot Red",'381518900137,31,Clairol,CLA,13,4.39,256g,pages/chemical-upc-v3/CL0004R-3.jpg,,,,,yes,Chemical
CL0004RV-3,Textures & Tones Permanent Hair Color,'4064666594767,37,Clairol,CLA,13,4.39,(12/cs),pages/chemical-upc-v3/CL0004RV-3.jpg,,,,,yes,Chemical
CL0005G-3,Textures & Tones Text Tone Kit #,'4064666594750,42,Clairol,CLA,13,4.39,5g (3/cs),pages/chemical-upc-v3/CL0005G-3.jpg,,,,,yes,Chemical
CL0006BV-3,Textures & Tones Clairol 6BV Bronze Hair Color Kit,'381518900106,29,Clairol,CLA,13,4.39,(12/cs),pages/chemical-upc-v3/CL0006BV-3.jpg,,,,,yes,Chemical
CL0006G-3,Textures & Tones Permanent Hair Color,'381518900113,33,Clairol,CLA,13,4.39,6g (3/cs),pages/chemical-upc-v3/CL0006G-3.jpg,,,,,yes,Chemical
CL0006R-3,Cl Txt/tones 6r Ruby Red,'4064666594743,46,Clairol,CLA,13,4.39,(12/cs),pages/chemical-upc-v3/CL0006R-3.jpg,,,,,yes,Chemical
CL0007G-3,Textures & Tones Permanent Hair Color,'4064666595269,34,Clairol,CLA,13,4.39,7g (3/cs),pages/chemical-upc-v3/CL0007G-3.jpg,,,,,yes,Chemical
CL0008RD-3,"3 Textures & Tones Permanent Color Hair Dyes, 8RO Sunset Copper",'4064666594729,38,Clairol,CLA,13,4.39,8.6oz (12/cs),pages/chemical-upc-v3/CL0008RD-3.jpg,,,,,yes,Chemical
NCJB1-6,"Semi Permanent Hair Color, Jet Black",'033859020011,16,Bigen,BIG,14,4.09,3oz,pages/chemical-upc-v3/NCJB1-6.jpg,,,,,no,Chemical
NCNB2-6,Semi Permanent Hair Color Natural Black,'033859020035,15,Bigen,BIG,14,4.09,3oz,pages/chemical-upc-v3/NCNB2-6.jpg,,,,,no,Chemical
NCM1,EZ Color For Men Hair Dye Kit Jet Black,'033859050018,4,Bigen,BIG,14,5.19,,pages/chemical-upc-v3/NCM1.jpg,,,,,no,Chemical
NCM2,EZ Hair Color Real Black Kit,'033859050025,5,Bigen,BIG,14,5.19,,pages/chemical-upc-v3/NCM2.jpg,,,,,no,Chemical
NCM4,"Color For Men Dark M4, Brown",'033859050049,2,Bigen,BIG,14,5.19,159g,pages/chemical-upc-v3/NCM4.jpg,,,,,no,Chemical
NC37,Permanent Powder Hair Color 37 Dark Auburn,'033859905370,8,Bigen,BIG,14,3.99,,pages/chemical-upc-v3/NC37.jpg,,,,,no,Chemical
NC45,Permanent Powder Hair Color: 45 Chocolate,'033859905455,12,Bigen,BIG,14,3.99,0.21oz,pages/chemical-upc-v3/NC45.jpg,,,,,no,Chemical
NC46,Permanent Powder Hair Color 46 [ Light Chestnut ],'033859905462,9,Bigen,BIG,14,3.99,,pages/chemical-upc-v3/NC46.jpg,,,,,no,Chemical
NC47,Permanent Powder Hair Color: 47 [ Medium Chestnut ],'033859905479,10,Bigen,BIG,14,3.99,0.21oz,pages/chemical-upc-v3/NC47.jpg,,,,,no,Chemical
NC48,Permanent Powder Hair Color: 48 [ Dark Chestnut ],'033859905486,11,Bigen,BIG,14,3.99,,pages/chemical-upc-v3/NC48.jpg,,,,,no,Chemical
NC56,Permanent Powder Hair Color #56 Rich Medium Brown -pc,'033859905561,14,Bigen,BIG,14,3.99,,pages/chemical-upc-v3/NC56.jpg,,,,,no,Chemical
NC57,Permanent Powder Hair Color 57 [ Dark Brown ],'033859905578,6,Bigen,BIG,14,3.99,,pages/chemical-upc-v3/NC57.jpg,,,,,no,Chemical
NC58,"Hair Color, Permanent Powder, Black Brown 58",'033859905585,3,Bigen,BIG,14,3.99,,pages/chemical-upc-v3/NC58.jpg,,,,,no,Chemical
NC59,Permanent Powder Hair Color - 59 Oriental Black,'033859905592,13,Bigen,BIG,14,3.99,,pages/chemical-upc-v3/NC59.jpg,,,,,no,Chemical
NC88,Permanent Powder Hair Color: 88 [ Blue Black ],'033859905882,7,Bigen,BIG,14,3.99,,pages/chemical-upc-v3/NC88.jpg,,,,,no,Chemical
NC96,Permanent Powder Hair Color 96 Deep Burgundy,'033859905967,1,Bigen,BIG,14,3.99,0.21oz,pages/chemical-upc-v3/NC96.jpg,,,,,no,Chemical
JS154,Hair Pressing Oil With Lanolin,'075610154108,18,Blue Magic,BMAG,15,2.59,5oz (12/cs),pages/chemical-upc-v3/JS154.jpg,,,,,yes,Chemical
JS153-1,Hair Food Coconut Oil And Wheat Germ Conditioner,'075610153101,9,Blue Magic,BMAG,15,2.49,12oz (12/cs),pages/chemical-upc-v3/JS153-1.jpg,,,,,yes,Chemical
JS165,Cholesterol Conditioning Rinse,'075610165111,15,Blue Magic,BMAG,15,2.49,14oz,pages/chemical-upc-v3/JS165.jpg,,,,,yes,Chemical
JS161-2,"Conditioner, Hair & Scalp, Bergamot",'075610161106,7,Blue Magic,BMAG,15,2.49,12oz (12/cs),pages/chemical-upc-v3/JS161-2.jpg,,,,,yes,Chemical
JS1592,"Hair Conditioner, Coconut Oil",'075610159103,5,Blue Magic,BMAG,15,2.49,12oz (12/cs),pages/chemical-upc-v3/JS1592.jpg,,,,,yes,Chemical
JS157-2,Conditioner And Hair Dress Anti-Breakage Formula,'075610157109,6,Blue Magic,BMAG,15,2.49,12oz (12/cs),pages/chemical-upc-v3/JS157-2.jpg,,,,,yes,Chemical
JS168,Originals Castor Oil Jar,'075610168105,17,Blue Magic,BMAG,15,2.49,12oz (12/cs),pages/chemical-upc-v3/JS168.jpg,,,,,yes,Chemical
JS167,Organics Indian Hemp Hair & Scalp Conditioner,'075610167108,12,Blue Magic,BMAG,15,2.49,12oz (12/cs),pages/chemical-upc-v3/JS167.jpg,,,,,yes,Chemical
JS166,Originals Super Sure Gro Hair & Scalp Conditioner,'075610166101,13,Blue Magic,BMAG,15,2.49,12oz (12/cs),pages/chemical-upc-v3/JS166.jpg,,,,,yes,Chemical
JS172,Tea Tree Oil Leave In Styling Conditioner,'075610172102,14,Blue Magic,BMAG,15,2.49,13.75oz (12/cs),pages/chemical-upc-v3/JS172.jpg,,,,,yes,Chemical
JS173,Olive Oil Leave-In Styling Hair Conditioner,'075610173109,11,Blue Magic,BMAG,15,2.49,12oz (12/cs),pages/chemical-upc-v3/JS173.jpg,,,,,yes,Chemical
JS174,Carrot Oil Leave In Styling Conditioner,'075610174106,4,Blue Magic,BMAG,15,2.49,12oz (12/cs),pages/chemical-upc-v3/JS174.jpg,,,,,yes,Chemical
JS180,Petroleum Jelly,'075610180107,19,Blue Magic,BMAG,15,2.49,12oz (12/cs),pages/chemical-upc-v3/JS180.jpg,,,,,yes,Chemical
JS187,Argan Oil Mango Lime Leave In Conditioner,'075610187106,2,Blue Magic,BMAG,15,2.49,13.75oz (12/cs),pages/chemical-upc-v3/JS187.jpg,,,,,yes,Chemical
JS185,Argan Oil Herbal Complex Leave In Conditioner,'075610185102,1,Blue Magic,BMAG,15,2.49,12oz (12/cs),pages/chemical-upc-v3/JS185.jpg,,,,,yes,Chemical
JS183,Argan Oil Vitamin E Leave In Conditioner,'075610183108,3,Blue Magic,BMAG,15,2.49,12oz (12/cs),pages/chemical-upc-v3/JS183.jpg,,,,,yes,Chemical
JS162,Curl Activator Gel,'075610162103,16,Blue Magic,BMAG,15,2.44,15.25oz (12/cs),pages/chemical-upc-v3/JS162.jpg,,,,,yes,Chemical
JS175,Hair Conditioner With Vitamin E Shea Butter,'075610175103,8,Blue Magic,BMAG,15,2.49,12oz (12/cs),pages/chemical-upc-v3/JS175.jpg,,,,,yes,Chemical
JS176,Olive Oil Hair Conditioner With Aloe Vera,'075610176100,10,Blue Magic,BMAG,15,2.49,12oz (12/cs),pages/chemical-upc-v3/JS176.jpg,,,,,yes,Chemical
UB2540-6,30 Lace Wig Bond Extreme Hold,'746817585407,38,Salon Pro,SPR,16,4.50,0.5oz (6/cs),pages/chemical-upc-v3/UB2540-6.jpg,,,,,yes,Chemical
UB2555-6,30 Sec Lace Wig Bond Extreme Hold,'746817585551,44,Salon Pro,SPR,16,12.04,1.5oz (6/cs),pages/chemical-upc-v3/UB2555-6.jpg,,,,,yes,Chemical
UB2556-6,30 Sec Chic Lace Wig Bond Premium Hold,'746817585568,40,Salon Pro,SPR,16,12.04,1.5oz (6/cs),pages/chemical-upc-v3/UB2556-6.jpg,,,,,yes,Chemical
UB2202,Super Hair Bonding Remover Lotion,'746817073041,32,Salon Pro,SPR,16,0.65,2oz (12/cs),pages/chemical-upc-v3/UB2202.jpg,,,,,no,Chemical
UB2204,Exclusives Super Hair Bonding Remover Lotion,'746817073058,33,Salon Pro,SPR,16,1.20,4oz (12/cs),pages/chemical-upc-v3/UB2204.jpg,,,,,no,Chemical
UB2411,30 Sec Refreshing Weave Spray,'746817584110,31,Salon Pro,SPR,16,3.29,12oz (12/cs),pages/chemical-upc-v3/UB2411.jpg,,,,,yes,Chemical
RA6156,Hair Fertilizer Anti-Dandruff And Conditioning Cream,'5296849392214,4,Salon Pro,SPR,16,6.99,200g,pages/chemical-upc-v3/RA6156.jpg,,,,,no,Chemical
