sku,name,upc,item_order,brand,brand_abbrev,brand_order,unit_price,qty_display
ORX91612-4,Moroccan Argan Oil Conditioner,'22796918123,18,OGX,ORG,62,6.39,13oz (6/cs)
ORX95670-4,"Shampoo, Thick & Full +, Biotin & Collagen",'022796916709,9,OGX,ORG,62,6.39,13oz (6/cs)
ORX91752-4,"Conditioner, Anti Breakage + Keratin Oil",'022796917522,14,OGX,ORG,62,6.39,13oz (6/cs)
ORX90090,Quenching + Coconut Curls Shampoo,'022796900906,5,OGX,ORG,62,4.80,13oz (6/cs)
ORX90092-4,Quenching Coconut Curls Conditioner,'022796900920,20,OGX,ORG,62,6.39,13oz (6/cs)
ORX95120-4,Extra Strength Damage Remedy Coconut Miracle Oil Shampoo,'022796901200,11,OGX,ORG,62,6.99,13oz (6/cs)
ORX95121-4,Damage Remedy + Coconut Miracle Oil Extra Strength Conditioner,'022796901217,16,OGX,ORG,62,6.99,13oz (6/cs)
ORX91015-4,Hydrating Tea Tree Mint Conditioner,'022796910158,17,OGX,ORG,62,6.39,385ml (4/cs)
ORX95671-4,Thick & Full + Biotin & Collagen Conditioner,'022796916716,21,OGX,ORG,62,6.39,13oz
ORX91791,Smooth Hydration Argan Oil & Shea Butter Shampoo,'022796917911,10,OGX,ORG,62,4.80,13oz (6/cs)
ORX91792,Argan Oil & Shea Butter Conditioner,'022796917928,13,OGX,ORG,62,4.80,13oz (6/cs)
KW083000-6,Cocoa Butter Cleansing Bar Soap,'810107180136,4,Ambi,PAL,63,1.99,3.5oz (6/cs)
KW9510-3,"Even & Clear Advanced Fade Cream, Hydroquinone-free, Hyperpigmentation Treatment, Stubborn Dark Spot Corrector, Results In As Little 2-3 Weeks, Niacinamide, Licorice Root Extract, Pha",'810107180099,1,Ambi,KW,63,7.94,1oz
KW075000-6,Black Soap Cleansing Bar Shea Butter And Vitamin E,'810107180129,8,Ambi,KW,63,1.99,3.5oz
KW082000-6,Complexion Cleansing Bar,'810107180143,9,Ambi,KW,63,1.99,
KW7400-6,Skin Care African Black Soap - Shea Butter,'810107180150,7,Ambi,KW,63,2.49,5.3oz
KW9440-6,Goat Milk Face & Body Bar,'810107180181,6,Ambi,KW,63,2.49,
KW9420-3,Even & Clear Fade Serum Retinol,'850004234006,3,Ambi,KW,63,7.04,1oz
KW01978-3,Soft & Even Creamy Oil Body Lotion,'850004234044,2,Ambi,KW,63,6.41,12oz
KW9430-6,Hemp Face & Body Bar,'850004234839,10,Ambi,KW,63,2.49,
KW9279-3,Even & Clear Fade Cream,'850004234907,5,Ambi,KW,63,6.91,1oz
AT00710-6,T-Tree Herbal Grow Oil,'794258007101,5,Parnevu,PAR,64,3.49,6oz (8/cs)
AT00760-6,T-Tree Break Control,'794258007606,7,Parnevu,PAR,64,3.49,6oz (6/cs)
AT00820-6,T-Tree Braid Spray,'794258008207,6,Parnevu,PAR,64,3.49,12oz (8/cs)
AT00730-6,T-Tree Therapeutic Shampoo,'794258007309,1,Parnevu,PAR,64,3.49,12oz (6/cs)
AT00720-6,T-Tree Leave-In Conditioner,'794258007200,2,Parnevu,PAR,64,3.49,12oz (6/cs)
AT00770-6,T-tree Growth Creme,'794258007705,3,Parnevu,PAR,64,3.49,6oz (6/cs)
AT00740-6,Healthy Shine Oil Sheen Spray,'794258009013,4,Parnevu,PAR,64,4.45,9oz (6/cs)
AT48850,T-Tree 3 Step Pack Dl12,'794258008504,8,Parnevu,PAR,64,1.39,
BTL001S,Edgeffect Edge Control Gel Extreme Hold,'636227247975,4,Pink,PIN,65,1.99,1oz
UB0833-6,Via Living Hair Color #69 - Pink Sapphire #54,'746817905427,9,Pink,PIN,65,1.69,2oz
UB0933-6,Via Living Hair Color #68 -Pink Sapphire #54,'746817905441,8,Pink,PIN,65,2.75,4oz
SFCPB,Edge Booster Maximum Hold - Pink Beryl #36,'810116860685,3,Pink,PIN,65,7.44,3.38oz
SFCPS,Edge Booster,'810116860692,2,Pink,PIN,65,7.44,
LR546,Oil Moisturizer Hair Lotion - Classic Light,'038276005467,7,Pink,PIN,65,4.50,12oz (12/cs)
LR591,Shortlooks Color Relaxer 3-n-1 Diamond Black,'038276005917,1,Pink,PIN,65,10.15,(12/cs)
LR574,Short Looks Sassafrazz Quench Moisture Mist,'038276005740,10,Pink,PIN,65,3.95,8oz (12/cs)
LR562,Shortlooks Gel 'N','038276005627,5,Pink,PIN,65,3.95,6oz (12/cs)
LR506,Luster's Original Oil Moisturizer Hair Lotion,'038276005061,6,Pink,PIN,65,4.50,8oz
CI82,Semi Permanent Hair Color Pink Rose - 82,'661157100823,46,Adore,PIN,66,3.39,4oz (12/cs)
CI140,Semi Permanent Hair Color 140 Neon Pink,'661157101400,40,Adore,PIN,66,3.39,4oz (12/cs)
CI142,Shining Semi Permanent Hair Color 142 Pink Blush,'661157101424,56,Adore,PIN,66,3.39,4oz (12/cs)
CI192,Semi Permanent Hair Color Colouring Cream 192 Pink Petal,'661157101929,23,Adore,PIN,66,3.39,118ml (12/cs)
CI39,Creative Image Shine Semi-Permanent Color 39 Orange Blaze,'661157100397,14,Adore,CI,66,3.39,118ml
CI48,Shining Semi-Permanent Hair Color Honey Brown 48,'661157100489,59,Adore,CI,66,3.39,118ml
CI69,"Semi Permanent Hair Color, [69] Wild Cherry",'661157100694,53,Adore,CI,66,3.39,4oz
CI70,Semi Permanent Hair Color Raging Red - 70,'661157100700,44,Adore,CI,66,3.39,171g
CI71,Semi Permanent Hair Color 71 Intense Red,'661157100717,33,Adore,CI,66,3.39,4oz
CI78,Hair Color #78 Rich Amber,'661157100786,6,Adore,CI,66,3.39,120g
CI79,Shining Semi Permanent Hair Color 79 Burgundy Envy,'661157100793,58,Adore,CI,66,3.39,118ml
CI83,Semi-Permanent Hair Color 83 Fiesta Fuchsia,'661157100830,30,Adore,CI,66,3.39,4oz
CI85,Shining Semi Permanent Hair Color 85 Burgundy Bliss,'661157100854,55,Adore,CI,66,3.39,118ml
CI86,Shining Semi-Permanent Hair Color 86 Raspberry Twist,'661157100861,61,Adore,CI,66,3.39,113g
CI90,Semi Permanent Hair Color 90 Lavender,'661157100908,37,Adore,CI,66,3.39,4oz
CI107,Semi Permanent Hair Color 107 Mocha,'661157101073,38,Adore,CI,66,3.39,4oz
CI110,"Semi - Permanent Hair Color, 110 Darkest Brown",'661157101103,27,Adore,CI,66,3.39,4oz
CI113,Semi Permanent Hair Color 113 African Violet,'661157101134,17,Adore,CI,66,3.39,4oz
CI114,Semi Permanent Hair Color - 114 Violet Gem,'661157101141,52,Adore,CI,66,3.39,113g
CI117,Semi Permanent Hair Color Aquamarine - 117,'661157101172,18,Adore,CI,66,3.39,89g
CI118,Semi Permanent Hair Color 118 Off Black,'661157101189,41,Adore,CI,66,3.39,4oz
CI121,Semi Permanent Hair Color 121 Jet Black,'661157101219,35,Adore,CI,66,3.39,4oz
CI125,Semi Permanent Color Purple Black #125,'661157101257,16,Adore,CI,66,3.39,18g
CI130,Creative Image Semi Permanent Hair Color #130 Blue Black,'661157101301,13,Adore,CI,66,3.39,4oz
CI150,Shining Semi Permanent Hair Colour 150 Platinum,'661157101509,63,Adore,CI,66,3.39,118ml
CI155,Semi Permanent Hair Color Titanium,'661157101554,51,Adore,CI,66,3.39,118ml
CI158,Semi Permanent Color Mystic Gray #158,'661157101585,39,Adore,CI,66,3.39,119g
CI161,161 Cosmic Yellow,'661157101615,64,Adore,CI,66,3.39,
CI163,Shining Semi Permanent Hair Color Green Apple,'661157101639,54,Adore,CI,66,3.39,118ml
CI164,Semi Permanent Color Electric Lime #164,'661157101646,28,Adore,CI,66,3.39,99g
CI165,Semi Permanent Hair Color 165 Clover,'661157101653,20,Adore,CI,66,3.39,4oz
CI168,Semi Permanent Hair Color 168 Emerald,'661157101684,29,Adore,CI,66,3.39,4oz
CI172,Semi Permanent Hair Color Colouring Cream 172 Baby Blue,'661157101721,21,Adore,CI,66,3.39,118ml
CI174,Semi Permanent Color Sapphire Blue #174,'661157101745,49,Adore,CI,66,3.39,119g
CI176,Shining Semi Permanent Hair Color Ocean Blue,'661157101769,60,Adore,CI,66,3.39,118ml
CI178,Semi Permanent Color Royal Navy #178,'661157101783,47,Adore,CI,66,3.39,4oz
CI186,Semi Permanent Hair Color - 186 Rich Eggplant,'661157101868,45,Adore,CI,66,3.39,99g
CI190,Shining Semi-Permanent Hair Color 190 Cotton Candy,'661157101905,57,Adore,CI,66,3.39,118ml
CI191,Semi Permanent Hair Color 191 Fruit Punch,'661157101912,31,Adore,CI,66,3.39,4oz
CI193,Semi Permanent Hair Color Soft Lavender,'661157101936,36,Adore,CI,66,3.39,118ml
CI194,Semi Permanent Hair Color Sweet Mint - 194,'661157101943,50,Adore,CI,66,3.39,99g
CI195,Semi Permanent Hair Color 195 Jade,'661157101950,34,Adore,CI,66,3.39,4oz
CI196,Semi Permanent Hair Color Colouring Cream 196 Sky Blue,'661157101967,24,Adore,CI,66,3.39,118ml
CI197,Semi Permanent Hair Color 197 Peri Winkle,'661157101974,42,Adore,CI,66,3.39,4oz
CI198,Hair Color #198 Powder Blue,'661157101981,5,Adore,CI,66,3.39,119g
CI199,Hair Color #199 Luxe Blue,'661157101998,2,Adore,CI,66,3.39,119g
CI10,Semi Permanent Hair Color,'661157104012,15,Adore,CI,66,3.39,4oz
CI46,Hair Color #46 Spiced Amber,'661157104029,8,Adore,CI,66,3.39,113g
CI30,Creative Image Hair Color Ginger #30,'661157104043,12,Adore,CI,66,3.39,113g
CI52,Hair Color #52 French Cognac,'661157104050,1,Adore,CI,66,3.39,120g
CI58,Creative Image Hair Color Cinnamon #58,'661157104081,11,Adore,CI,66,3.39,
CI56,Semi Permanent Hair Color #56 Cajun Spice,'661157104104,19,Adore,CI,66,3.39,4oz
CI72,Hair Color #72 Paprika,'661157104128,4,Adore,CI,66,3.39,119g
CI76,"Shining Semi Permanent Hair Colour, 76 Copper Brown",'661157104135,62,Adore,CI,66,3.39,120g
CI38,Semi Permanent Hair Color Colouring Cream 38 Sunrise Orange,'661157104159,25,Adore,CI,66,3.39,118ml
CI60,Hair Color #60 Truly Red,'661157104166,9,Adore,CI,66,3.39,144g
CI68,Semi Permanent Hair Color 68 Crimson,'661157104173,26,Adore,CI,66,3.20,4oz (12/cs)
CI88,Semi Permanent Hair Color Colouring Cream 88 Magenta,'661157104197,22,Adore,CI,66,3.39,118ml
CI112,Semi Permanent Hair Color - 112 Indigo Blue,'661157104203,32,Adore,CI,66,3.39,85g
CI116,Semi Permanent Hair Color Purple Rage - 116,'661157104210,43,Adore,CI,66,3.39,18g
CI106,Hair Color #106 Mahogany,'661157104234,3,Adore,CI,66,3.39,113g
CI104,Hair Color #104 Sienna Brown,'661157104241,7,Adore,CI,66,3.39,4oz
CI64,Semi Permanent Hair Color 64 Ruby Red,'661157104258,48,Adore,CI,66,3.39,4oz
CI120,Hair Color #120 Black Velvet,'661157104265,10,Adore,CI,66,3.39,0.25lb
SF1PB,Edge B.Extra,'810116860951,1,Style Factor,SF,67,2.98,0.85oz
SF1VC,Thick & Coarse - Violet Crystal,'810116860999,34,Style Factor,SF,67,2.98,0.85oz
SF1PN,Edge Booster Pink Sapphire Scent,'810217160622,7,Style Factor,SF,67,2.98,0.85oz
SF4AC,Edge Booster Strong Hold Water-Based Pomade,'680585173377,18,Style Factor,SF,67,6.19,3.38oz
SF2BK,Edge Booster Hideout Hair Color Pomade For Gray Hair Cover-Natural Black,'680585173926,5,Style Factor,SF,67,6.19,0.85oz
SF1BK,SF Edge Booster Hideout Strong Hold-Natural Black #13,'680585174039,22,Style Factor,SF,67,3.44,1.7oz
SF4AC,Edge Booster / Acacia Scent,'810116860005,3,Style Factor,SF,67,6.19,
SF4BL,Edge Booster Blueberry Scent,'810116860012,4,Style Factor,SF,67,6.19,3.38oz
SF4CI,Edge Booster Strong Hold Pomade Citrus Scent,'810116860036,11,Style Factor,SF,67,6.19,
SF4CB,SF Edge Booster Water Based -Coconut & Banana Scent,'810116860043,23,Style Factor,SF,67,6.19,
SF4GS,Edge Booster Water Based Grape Scent,'810116860067,21,Style Factor,SF,67,6.19,
SF4LB,Strong Hold Water-based Pomade - Lemon Berry,'810116860074,26,Style Factor,SF,67,6.19,
SF4LC,"EdgeBooster Pomade, 1 Pc",'810116860081,24,Style Factor,SF,67,6.19,
SF4PI,Edge Booster Strong Hold Pomade Pineapple Scent,'810116860098,14,Style Factor,SF,67,6.19,
SF4ST,Edge Booster Strong Hold Pomade Strawberry Scent,'810116860111,15,Style Factor,SF,67,6.19,
SF4SM,Edge Booster Sugar Melon Scent,'810116860128,19,Style Factor,SF,67,6.19,3.38oz
SF4SP,Edge Booster- Strong Hold Sweet Peach,'810116860135,17,Style Factor,SF,67,6.19,3.38oz
SF1AC,Edge Booster Strong Hold Pomade Acacia Scent,'810116860142,10,Style Factor,SF,67,2.98,
SF1BS,Travel Size,'810116860159,35,Style Factor,SF,67,2.98,0.85oz
SF1CS,SF Cherry Scent,'810116860166,32,Style Factor,SF,67,2.98,0.85oz
SF1CI,Strong Hold Water-based Pomade - Citrus,'810116860173,25,Style Factor,SF,67,2.98,
SF1CO,Edge Booster Strong Hold Pomade Coconut Banana Scent,'810116860180,12,Style Factor,SF,67,2.98,
SF1GS,Edge Booster Strong Hold Pomade Grape Scent,'810116860203,13,Style Factor,SF,67,2.98,
SF1LB,Lemon Berry,'810116860210,29,Style Factor,SF,67,2.98,
SF1LC,Strong Hold Water-based Pomade - Lemon Candy,'810116860227,27,Style Factor,SF,67,2.98,
SF1PS,Edge Booster Travel Size,'810116860234,20,Style Factor,SF,67,2.98,0.85oz
SF1SS,Edge Booster Strong Hold Mini Pomade -Strawberry,'810116860258,9,Style Factor,SF,67,2.98,
SF1SM,Edge Booster Strong Hold Pomade Sugar Melon Scent,'810116860265,16,Style Factor,SF,67,2.98,
SF1SP,SF Sweet Peach,'810116860272,33,Style Factor,SF,67,2.98,0.85oz
SFCRU,Edge Booster,'810116860708,2,Style Factor,SF,67,7.44,
SFCVC,Edge Booster Maximum Hold - Turquenite #46,'810116860715,6,Style Factor,SF,67,7.44,3.38oz
SFCVC,Edge Booster Extra Strength Edge Control,'810116860722,8,Style Factor,SF,67,7.44,
SF1RB,Raspberry,'810217160028,30,Style Factor,SF,67,2.98,
SF4CH,Cherry,'810217160165,28,Style Factor,SF,67,6.19,
SF1RU,Ruby,'810217160639,31,Style Factor,SF,67,2.98,
AFVN25,"Olive Oil Relaxer Touch Up Kit, Regular",'743690043154,3,Vitale,VIT,68,3.63,(12/cs)
AFVN02,Olive Oil No Lye Relaxer Kit Super - 1 App,'743690043147,2,Vitale,VIT,68,5.45,359g (12/cs)
AFVN26,Olive Oil Relaxer Touch Up Kit Super,'743690043161,4,Vitale,VIT,68,3.63,
AFVN01,Olive Oil Anti-Breakage No-Lye Conditioning Relaxer Kit,'743690043130,1,Vitale,VIT,68,5.46,(12/cs)
AFV300D-6,Sensitive Scalp Relaxer Kit 1 App with Hair Lotion,'743690072048,5,Vitale,VIT,68,7.61,(6/cs)
SL004,Slay It Pro Braid Jam Max Orange,'860009565401,3,Profectiv,PRO,69,10.00,
SL003,Slay It Pro Braid Jam Super Yellow,'860009565418,4,Profectiv,PRO,69,10.00,
SOP88101,Comb Thru Texturizer Regular Kit,'802535881013,1,Profectiv,PRO,69,3.40,
SOP88611-6,Oil Sheen Spray,'802535886117,5,Profectiv,PRO,69,3.13,11oz (6/cs)
SOP88508-6,Comb Thru Wave Keeper Styling Gel,'802535885080,2,Profectiv,PRO,69,2.98,8oz (6/cs)
PA019700,Jojoba Hot Oil Treatment,'079896019717,5,Queen Helene,QHE,70,1.55,1oz
PA019656,Cholesterol Hot Oil Treatment,'079896019632,3,Queen Helene,QHE,70,1.55,1oz
PA019806,Hot Oil Treatment Olive,'079896019816,4,Queen Helene,QHE,70,1.55,1oz
PA653836-6,Cocoa Butter Face + Body Crème Jar,'079896743780,6,Queen Helene,QHE,70,5.99,15oz (8/cs)
PA22005-6,Cholesterol With Argan Oil Hair Conditioning Cream,'079896220052,1,Queen Helene,QHE,70,3.38,15oz
PA653256-6,Cholesterol Hair Conditioning Cream,'079896653256,2,Queen Helene,QHE,70,3.38,15oz (6/cs)
RDB62-6,Bond Protective Shield,'851951130625,1,Robert's Diamond,ROB,71,8.38,8oz (6/cs)
RDB59,S - Protective Shield Transparent,'851951130595,4,Robert's Diamond,ROB,71,3.99,
RDB60,Protective Shield,'851951130601,3,Robert's Diamond,ROB,71,3.99,
RDB64-6,Ultra Rich Biomoisture Conditioning Remover Solution,'851951130649,5,Robert's Diamond,ROB,71,3.59,8oz
RDB61-6,"Bond Protective Shield Transparent, White",'851951130618,2,Robert's Diamond,ROB,71,8.38,8oz (6/cs)
JS041,Stick Pomade Jet Black,'075610041101,1,Royal Crown,RCR,72,2.99,1.2oz
LR905,Wave Gel Activator Tube -Reg #14,'038276009052,7,S-Curl,ROR,73,4.19,
LR912,Wave Control Pomade,'038276009120,8,S-Curl,ROR,73,2.36,3oz
LR915,Curl & Wave Jel Activator Lite,'038276009151,11,S-Curl,ROR,73,2.99,6oz
LR918,Wave Gel And Activator,'038276009182,6,S-Curl,ROR,73,3.99,10.5oz
LR925,Curl & Wave Jel Activator Lite,'038276009250,12,S-Curl,ROR,73,3.73,453g
LR930,"Stylin' Gel, Texturizer, For Waves & Shortcuts",'038276009304,2,S-Curl,ROR,73,4.35,
LR931,Curl Texturizing Styling Spray Pump,'038276009311,10,S-Curl,ROR,73,4.60,
LR898B,Texturizer Kit Extra Strength,'038276089856,4,S-Curl,ROR,73,,170.1g
LR893,"Texturizer, Regular Strength, Comb Thru",'038276008932,5,S-Curl,ROR,73,4.45,(12/cs)
LR894,"Comb Thru Texturizer, Extra Strength",'038276008949,1,S-Curl,ROR,73,4.45,(12/cs)
LR899B,Texturizer 2-App Kit Regular,'038276089955,3,S-Curl,ROR,73,,(12/cs)
LR950,360 Stylin' Multi Look Blow Out Kit,'038276009502,13,S-Curl,ROR,73,6.35,308g (12/cs)
LR901,Activator/Moisturizer - No Drip,'038276009014,9,S-Curl,ROR,73,4.35,16oz
MA50202-36,Cream Peroxide Developer With 20 Volume,'666425502026,1,Super Star,SST,74,1.28,4oz (38/cs)
MA50306-36,30 Volume Cream Peroxide Developer,'666425503061,15,Super Star,SST,74,1.35,4oz (36/cs)
MA50400-36,Marianna Cream Peroxide Developer 40 Volume,'666425504006,6,Super Star,SST,74,1.37,4oz (38/cs)
MA50500-36,50 Volumes Cream Peroxide Developer,'666425505003,16,Super Star,SST,74,1.45,4oz (36/cs)
MA50203,Stabilized Cream Peroxide Developer 20 Volume,'666425502033,12,Super Star,SST,74,1.62,8oz (12/cs)
MA50204,Cream Peroxide Developer With 20 Volumes,'666425502040,3,Super Star,SST,74,1.89,16oz (12/cs)
MA50205,Marianna Cream Peroxide Developer 20 Volume,'666425502057,4,Super Star,SST,74,2.80,32oz (12/cs)
MA50305,Marianna Cream Peroxide Developer 30 Volume,'666425503054,5,Super Star,SST,74,1.71,8oz (12/cs)
MA50302,"Stabilized Cream Peroxide Developer, 30v Hc-50302",'666425503023,8,Super Star,SST,74,1.96,16oz (12/cs)
MA50303,Stabilized Cream Peroxide Developer 30 Volume,'666425503030,13,Super Star,SST,74,3.02,32oz (12/cs)
MA50401,Stabilized Cream Peroxide Developer 40 Volume,'666425504013,14,Super Star,SST,74,1.79,8oz (12/cs)
MA50402,Cream Peroxide Developer 40 Volume,'666425504020,2,Super Star,SST,74,2.09,16oz (12/cs)
MA50403,Marianna Cream Peroxide Developer 40 Volume,'666425504037,7,Super Star,SST,74,3.25,32oz (12/cs)
MA50503,Stabilized Cream Peroxide Developer 50V Hc-50503,'666425505034,10,Super Star,SST,74,1.79,8oz (12/cs)
MA50504,"Stabilized Cream Peroxide Developer, 50v Hc-50504",'666425505041,11,Super Star,SST,74,2.09,16oz (12/cs)
MA50501,Stabilized Cream Peroxide Developer 50V Hc-50501,'666425505010,9,Super Star,SST,74,3.35,
JS942,Black&White Skin Tone Cream(3/) #13,'075610960105,17,Super Star,SST,74,4.01,4oz
CL2536-2,Original Astringent Gallon,'827755104049,5,Sea Breeze,SB,75,,1gal (2/cs)
HR10402,"Astringent for Skin, Scalp and Nails, Yellow",'827755104025,3,Sea Breeze,SB,75,8.11,32oz (12/cs)
HR10401,Astringent for Skin Scalp Nails,'827755104018,2,Sea Breeze,SB,75,3.85,12oz (12/cs)
HR03051-6,Classic Clean Original Formula Astringent,'827755030515,4,Sea Breeze,SB,75,4.25,10oz
HR03052-6,Astringent Sensitive Skin - Cleanser,'827755030522,1,Sea Breeze,SB,75,4.25,10oz
HR401096-6,"Shampoo & Conditioner, 2 in 1",'816559019765,9,Alberto VO5,VO5,76,1.29,15oz
HR401099-6,Extra Body with Collagen Conditioner Bonus Size,'816559010984,13,Alberto VO5,VO5,76,1.29,15oz
HR401098-6,Extra Body with Collagen Volumizing Shampoo Bonus Size,'816559010991,1,Alberto VO5,VO5,76,1.29,15oz
HR401103-6,"Shampoo, Moisturizing, Blooming Freesia",'816559019772,11,Alberto VO5,VO5,76,1.29,15oz
HR401106-6,"Shampoo, Clarifying, Kiwi Lime Squeeze",'816559011066,7,Alberto VO5,VO5,76,1.29,15oz
HR401107-6,"Conditioner, Kiwi Lime Squeeze, Bonus Size",'816559011073,15,Alberto VO5,VO5,76,1.29,15oz
HR401117-6,Moisture Milks Strawberries & Cream Moisturizing Shampoo,'816559011172,4,Alberto VO5,VO5,76,1.29,15oz
HR401118-6,Moisture Milks - Strawberries & Cream Conditioner,'816559011189,19,Alberto VO5,VO5,76,1.29,15oz
HR401122-6,"Conditioner, Moisturizing, Pomegranate Bliss, Bonus Size",'816559019857,17,Alberto VO5,VO5,76,1.29,15oz
HR401121-6,Pomegranate Bliss Shampoo,'816559019840,6,Alberto VO5,VO5,76,1.29,15oz
HR401143-6,"Moisturizing Shampoo, Island Coconut, Bonus Size",'816559011431,5,Alberto VO5,VO5,76,1.29,15oz
HR401220-6,"Body Wash, Shampoo, Conditioner, 3 in 1, Ocean Surge, Men",'816559012209,2,Alberto VO5,VO5,76,1.29,12.5oz
HR401221-6,"Shampoo, Conditioner, Body Wash, 3 In 1, Fresh Energy, Men",'816559012216,8,Alberto VO5,VO5,76,1.29,12.5oz
HR401145-6,Herbal Escapes Ocean Refresh Moisturizing Shampoo,'816559013121,3,Alberto VO5,VO5,76,1.29,12.5oz
HR401108-6,"Shampoo, Daily Revitalizing, Bonus Size",'816559017914,10,Alberto VO5,VO5,76,1.29,15oz
HR401205-6,"Conditioner, Daily Revitalizing, Bonus Size",'816559018775,14,Alberto VO5,VO5,76,1.29,15oz
HR401146-6,"Conditioner, Revitalizing, Ocean Fresh, Bonus Size",'816559018799,18,Alberto VO5,VO5,76,1.29,15oz
HR901964-6,Gentle Cleansing Co-wash Jojoba And Aloe - Hair,'816559019642,12,Alberto VO5,VO5,76,1.29,15oz
HR401104-6,"Conditioner, Moisturizing, Blooming Freesia, Bonus Size",'816559019789,16,Alberto VO5,VO5,76,1.29,15oz
SM101364-24,Hair Treatment,'7464804101364,4,Silicon Mix,SMI,77,5.69,16oz (24/cs)
SM101371-36,Hair Treatment,'7464804101371,3,Silicon Mix,SMI,77,3.59,8oz (36/cs)
SM101814,Hair Treatment,'7464804101814,5,Silicon Mix,SMI,77,7.89,36oz (12/cs)
SM101845-24,Hidratante Shampoo,'7464804101845,1,Silicon Mix,SMI,77,3.69,16oz (24/cs)
BC1001,Skin Tight Regular For Razor Bumps & Ingrown Hair,'813070003907,7,Silicon Mix,SMI,77,7.79,4oz (12/cs)
SM10185-24,Hidratante Shampoo,'7464804101852,2,Silicon Mix,SMI,77,1.99,
BC1007,Skin Tight Razor Bump Ointment Extra Strength,'813070004287,6,Silicon Mix,SMI,77,8.99,4oz (12/cs)
ST100-6,Protein Styling Gel Extra Hold,'096002001008,11,Softee,SOF,78,0.97,8oz (12/cs)
ST120,Curl Activator Gel Regular,'096002001206,14,Softee,SOF,78,0.97,8oz
ST141-6,Argan Oil Hair & Scalp Conditioner,'096002001411,2,Softee,SOF,78,0.99,3oz
ST803,Bergamot Hair Dress Blue,'096002008038,20,Softee,SOF,78,2.35,12oz
ST804,Bergamot Hair Dress -Green,'096002008045,21,Softee,SOF,78,2.35,12oz
ST921,Coconut Oil Hair & Scalp Conditioner,'096002009219,5,Softee,SOF,78,1.29,
ST922,Hair Food With Vitamin E,'096002009226,24,Softee,SOF,78,1.29,5oz
ST103-6,Extra Hold Protein Styling Gel,'096002001039,8,Softee,SOF,78,2.55,32oz (6/cs)
ST130-6,Extra Dry Aloe Vera Curl Activator Gel,'096002001305,15,Softee,SOF,78,0.97,8oz (12/cs)
ST102,"Protein Styling Gel - Extra Hold, Alcohol-Free Black",'096002001022,12,Softee,SOF,78,1.58,8oz (6/cs)
ST187-6,Styling Gel Argan Oil,'096002001879,17,Softee,SOF,78,2.06,32oz (6/cs)
ST821,"Bergamot Hair Dress, Bonus",'096002008014,22,Softee,SOF,78,1.29,5oz (12/cs)
ST821,"Bergamot Hair Dressing Product, Blue",'096002008212,23,Softee,SOF,78,1.29,5oz (12/cs)
ST822,Bergamot Hair Dress & Pressing Oil,'096002008229,18,Softee,SOF,78,1.29,5oz (12/cs)
ST911,Coconut Oil Hair & Scalp Conditioner,'096002009110,4,Softee,SOF,78,2.85,12oz (12/cs)
ST912,Hair Food With Vitamin E,'096002009127,25,Softee,SOF,78,2.85,12oz (12/cs)
ST923,"Herbal Oil Formula, Maximum Strength, Bonus",'096002009233,19,Softee,SOF,78,1.29,5oz (12/cs)
ST924,Indian Hemp Hair & Scalp Treatment,'096002009240,9,Softee,SOF,78,1.29,5oz (12/cs)
ST914,Indian Hemp Hair & Scalp Treatment,'096002009141,10,Softee,SOF,78,2.85,12oz (12/cs)
ST927,Castor Oil Hair & Scalp Conditioner,'096002009271,3,Softee,SOF,78,1.29,5oz (12/cs)
ST926B,Vitamin E Hair & Scalp Conditioner,'096002009264,7,Softee,SOF,78,,5oz (12/cs)
ST138-6,Hair Scalp Conditioner Olive Oil,'096002001381,6,Softee,SOF,78,0.99,3oz (6/cs)
ST139-6,"African Shea Butter Hair & Scalp Conditioner, Yellow",'096002001398,1,Softee,SOF,78,0.99,3oz
ST179-6,Signature Edge Control,'096002001794,16,Softee,SOF,78,1.79,3.5oz (6/cs)
ST186-6,"Argan Oil Styling Gel, Yellow",'096002001862,13,Softee,SOF,78,1.09,8oz (6/cs)
JS430-1,Medicated Regular Formula Anti-Dandruff Hair And Scalp Conditioner,'075610430103,9,Sulfur 8,SUL,79,3.27,2oz (12/cs)
JS442,Medicated Dandruff Shampoo,'075610442106,6,Sulfur 8,SUL,79,3.73,7.5oz
JS495,Kids Conditioning Shampoo,'075610495102,4,Sulfur 8,SUL,79,4.07,13.5oz
JS431-1,Medicated Original Formula Hair & Scalp Conditioner,'075610431100,12,Sulfur 8,SUL,79,5.16,4oz (12/cs)
JS432-1,Medicated Original Formula Anti-Dandruff Hair & Scalp Conditioner,'075610432107,11,Sulfur 8,SUL,79,7.08,7.25oz (12/cs)
JS435-1,Medicated Light Formula Anti-Dandruff Hair & Scalp Conditioner,'075610435108,10,Sulfur 8,SUL,79,3.27,2oz (12/cs)
JS436-1,Light Hair & Scalp Conditioner #2,'075610436105,13,Sulfur 8,SUL,79,5.16,4oz (12/cs)
JS437,Medicated Light Formula Anti-Dandruff Conditioner,'075610437102,8,Sulfur 8,SUL,79,7.08,7.25oz (12/cs)
JS458,Loc Twist & Braid Butter,'075610458107,19,Sulfur 8,SUL,79,3.11,4oz
JS456-1,Aqua Blue Medicated Dandruff Shampoo,'075610456103,1,Sulfur 8,SUL,79,3.73,7.5oz
